"ID";"Futuro";"Faltas";"Dever";"Gosta_escola";"Notas";"Alcool_vida";"Inalante_vida";"Sexo";"Idade";"Ano_escolar";"Autoeficacia";"Intromissao";"Antisocial";"Num_char_futuro";"Futuro2"
568;"Casar, ser advogada ou delegada,                                                                                                                                                                                ";.;5;5;2;"Não2";"Não2";1;11;6;"4,49";"1,28";"1,08";208;"CASAR, SER ADVO"
569;"Diferente do passado                                                                                                                                                                                            ";.;5;4;2;"Não2";"Não1";2;14;9;"4,49";"1,67";"1,28";208;"DIFERENTE DO PA"
570;"Que eu seja uma pessoa \bela\"",";.;5;4;3;"Não1";"Não1";1;12;7;"4,49";"1,7";"1,08";31;"QUE EU SEJA UMA"
571;"um homem de grande sucesso e de família                                                                                                                                                                         ";.;5;4;2;"Não1";"Não1";2;13;8;"4,49";"4,19";"1,26";208;"UM HOMEM DE GRA"
572;"ser veteriria ter carrão e uma caso                                                                                                                                                                         ";.;5;3;2;"Não2";"Não1";1;.;9;"4,49";"4,92";"3,22";204;"SER VETERIRIA T"
573;"Sendo Atriz ou pediátra                                                                                                                                                                                         ";.;5;4;3;"Não1";"Não1";1;12;7;"4,5";"1,31";"0,93";208;"SENDO ATRIZ OU "
574;"ser uma médica, ajudar minha família, ajudar as pessoas que precisa de ajuda e etc,,,                                                                                                                           ";.;5;4;2;"Não2";"Não1";1;12;6;"4,5";"1,51";"1,18";208;"SER UMA MÉDICA,"
575;"Eu me imagino casado e com 2 filhos                                                                                                                                                                             ";.;5;4;2;"Não1";"Não1";2;12;7;"4,5";"1,53";"0,95";208;"EU ME IMAGINO C"
576;"Um grande biólogo marinho                                                                                                                                                                                       ";.;3;4;2;"Não1";"Não1";2;12;7;"4,5";"4,86";"1,14";208;"UM GRANDE BIÓLO"
577;"Eu trabalhando como arquologa casada sem filho nenhum                                                                                                                                                           ";.;5;2;2;"Não1";"Não1";1;11;6;"4,51";"5";"2,29";208;"EU TRABALHANDO "
578;"Eu formada, com uma família bem estruturada                                                                                                                                                                     ";.;5;4;3;"Não1";"Não1";1;12;7;"4,52";"1,9";"2,42";208;"EU FORMADA, COM"
579;"Eu podendo me engressar em uma faculdade logo após, ir trabalhar  área que eu me especializar, aí somente depois construir familia,                                                                           ";.;5;4;3;"Não1";"Não1";1;14;9;"4,52";"4,01";"1,14";206;"EU PODENDO ME E"
580;"Eu imagino que assim eu primeiro vou batalhar para ter o meu dinheiro depois vou ter minha propria casa depois vou ter minha familia                                                                            ";.;5;5;3;"Não1";"Não1";1;11;6;"4,53";"1,64";"1,17";208;"EU IMAGINO QUE "
581;"Um grande soldade                                                                                                                                                                                               ";.;5;3;3;"Não2";"Não1";2;11;6;"4,53";"1,97";"1,09";208;"UM GRANDE SOLDA"
582;"Com muitas Conquistas é com alegria,                                                                                                                                                                            ";.;4;3;2;"Não1";"Não1";2;13;6;"4,54";"2,5";"1,39";208;"COM MUITAS CONQ"
583;"Casada, rica, com uma carreira de sucesso, uma boa cas, um bom carro, e com filhos em uma boa escola,                                                                                                           ";.;5;4;2;"Não1";"Não1";1;13;8;"4,55";"1,08";"1,01";208;"CASADA, RICA, C"
584;"Eu me vejo como uma arquiteta de sucesso                                                                                                                                                                        ";.;4;4;1;"Não1";"Não1";1;14;7;"4,55";"4,04";"1,84";208;"EU ME VEJO COMO"
585;"Muito legal, eu ainda morando com meus pais                                                                                                                                                                     ";.;4;5;2;"Não1";"Não1";1;12;7;"4,56";"1,5";"1,3";208;"MUITO LEGAL, EU"
586;"Coisas boas, tipo ser rica ter do bom e do melhor e etc,,,ser muito feliz                                                                                                                                       ";.;4;5;2;"Não1";"Não1";1;11;7;"4,57";"1,75";"1,31";208;"COISAS BOAS, TI"
587;"O mundo todo teclologico com robo carros [,,,] e muitas coisas eletronicas,                                                                                                                                     ";.;5;3;3;"Não1";"Não1";2;14;7;"4,57";"2,19";"1,26";208;"O MUNDO TODO TE"
588;"Uma pessoa bonita, ter dinheiro para ajudar meus pais no que eles precisarem,                                                                                                                                   ";.;5;3;3;"Não1";"Não1";1;12;7;"4,58";"2,87";"1,81";208;"UMA PESSOA BONI"
589;"Casada, boa de situação, com emprego ótimo e etc,,,                                                                                                                                                             ";.;5;4;2;"Não1";"Não2";1;12;7;"4,59";"2,17";"0,92";208;"CASADA, BOA DE "
590;"Com muita saúde, esperança para toda a minha vida                                                                                                                                                               ";.;5;4;3;"Não1";"Não1";1;11;6;"4,6";"1,1";"1,01";208;"COM MUITA SAÚDE"
591;"eu imagino um pais de maravilhas porque eu quero estudar para eu ser um bom juiz de tribul                                                                                                                    ";.;5;4;3;"Não1";"Não1";1;11;6;"4,6";"1,98";"1,06";206;"EU IMAGINO UM P"
592;"Eu me imagino, como um arquiteto, ou alguma coisa do tipo                                                                                                                                                       ";.;4;4;3;"Não1";"Não1";2;12;7;"4,6";"2,24";"0,96";208;"EU ME IMAGINO, "
593;"a vida vai ser mais avançada novas tecnologias                                                                                                                                                                  ";.;4;3;3;"Não1";"Não2";2;11;6;"4,6";"3";"1,59";208;"A VIDA VAI SER "
594;"Casando com filhos medico ajudado a minha mãe                                                                                                                                                                   ";.;5;4;2;"Não1";"Não1";2;12;6;"4,63";"1";"1,55";208;"CASANDO COM FIL"
595;"Boa que vai ser melhor                                                                                                                                                                                          ";.;3;5;2;"Não1";"Não1";2;11;6;"4,63";"1,21";"1";208;"BOA QUE VAI SER"
596;"Eu imagino um futuro melhor do que estamos e espero que as próximas gerações tenha uma vida melhor                                                                                                              ";.;5;5;3;"Não1";"Não1";1;12;7;"4,63";"1,46";"1,23";208;"EU IMAGINO UM F"
597;"Não sei exatamente mais quero ser uma professora ou uma spicóloga, Quero ter uma vida bem sofisticada para eu dar uma vida melhor aos meus pais,                                                                ";.;5;4;2;"Não2";"Não1";1;12;7;"4,63";"2,79";"2,11";208;"NÃO SEI EXATAME"
598;"Termindo minha faculdade arrumando um bom emprego                                                                                                                                                             ";.;5;3;2;"Não2";"Não1";2;14;7;"4,64";"2,06";"1,32";206;"TERMINDO MINHA "
599;"Bom, eu quero uma vida boa e radical quero me formar ter um trabalho que não me ocupe muito o meu dia pois quero conher (sic) o mundo                                                                           ";.;5;4;1;"Não1";"Não1";2;12;7;"4,65";"2,53";"1,43";208;"BOM, EU QUERO U"
600;"Não sei ainda, Imagino varias coisas boas para o meu futuro,                                                                                                                                                    ";.;5;5;3;"Não1";"Não1";1;11;6;"4,65";"3,46";"1,87";208;"NÃO SEI AINDA, "
601;"Eu me imagino eu como biólogo salvando animais e pesquisando eles                                                                                                                                               ";.;4;2;3;"Não1";"Não1";2;12;7;"4,66";"1,96";"1,03";208;"EU ME IMAGINO E"
602;"Sou de bilogicas por isso me prepararei para ser medico no futuro, e tambem um cargo em casa como escritor me imagino casado com doutorado para cardiologista                                                   ";.;4;4;3;"Não1";"Não1";2;11;6;"4,66";"4,21";"1,19";208;"SOU DE BILOGICA"
603;"uma juiza, com uma vida finceira boa e ser super independente                                                                                                                                                 ";.;5;4;3;"Não1";"Não1";1;13;7;"4,67";"0,93";"1,15";206;"UMA JUIZA, COM "
604;"Com uma vida sustentavel e como trabalho de médico                                                                                                                                                              ";.;5;4;3;"Não1";"Não1";2;11;6;"4,67";"1,24";"0,91";208;"COM UMA VIDA SU"
605;"um homem bonito se formado tendo um emprego muito bom casa carro familia uma esposa muita bonita e filhos,                                                                                                      ";.;5;5;2;"Não1";"Não1";2;12;7;"4,68";"1,06";"1,05";208;"UM HOMEM BONITO"
606;"sendo uma pessoa trabalhadora, e fazendo o bem pra pessoas,                                                                                                                                                     ";.;5;4;3;"Não1";"Não1";1;13;8;"4,68";"3,25";"1,83";208;"SENDO UMA PESSO"
607;"Me imagino trabalhando em um serviço agradavel, viajando muito e até mesmo com alguém ou com filhos                                                                                                             ";.;5;4;3;"Não2";"Não1";1;.;9;"4,69";"1,03";"1,12";208;"ME IMAGINO TRAB"
608;"Normal eu vou estar trabalhando e cuidando dos meus familiares                                                                                                                                                  ";.;4;2;2;"Não2";"Não2";2;11;6;"4,69";"1,72";"2,15";208;"NORMAL EU VOU E"
609;"imagino sendo uma artista grafico Ou desenvolvedor de games (faço curso)                                                                                                                                       ";.;5;4;3;"Não1";"Não1";1;13;8;"4,7";"1,17";"1,39";207;"IMAGINO SENDO U"
610;"Que eu me forme tenho um trabalho e quero ser bem sucedida                                                                                                                                                      ";.;4;4;3;"Não2";"Não2";2;12;6;"4,7";"3,3";"3,17";208;"QUE EU ME FORME"
611;"Bem sucedida, e me formando, (Me olhando no espelho e falando caramba sou muito rica)                                                                                                                          ";.;5;4;2;"Não2";"Não1";1;13;8;"4,71";"1,97";"2,59";207;"BEM SUCEDIDA, E"
612;"Eu imagino um futuro bem organizado, eu sendo uma otima profissiol                                                                                                                                            ";.;5;5;3;"Não1";"Não1";1;12;6;"4,71";"2,46";"0,91";206;"EU IMAGINO UM F"
613;"Sendo formada, tendo minha casa, meu carro e minha família                                                                                                                                                      ";.;5;4;3;"Não1";"Não1";2;14;9;"4,72";"2,49";"1,28";208;"SENDO FORMADA, "
614;"Ser rico                                                                                                                                                                                                        ";.;5;4;3;"Não2";"Não2";2;11;6;"4,72";"2,96";"1,29";208;"SER RICO       "
615;"Um futuro maravilhoso e brilhantes                                                                                                                                                                              ";.;5;4;3;"Não2";"Não1";1;13;8;"4,73";"1,49";"1,7";208;"UM FUTURO MARAV"
616;"legal                                                                                                                                                                                                           ";.;5;4;3;"Não1";"Não1";.;11;6;"4,73";"1,8";"1,27";208;"LEGAL          "
617;"bom, eu imagino que meu futuro nunca repetir de ano, eu fazer faculdade e ajuda a minha família                                                                                                                 ";.;5;3;3;"Não1";"Não1";1;12;6;"4,73";"4";"0,95";208;"BOM, EU IMAGINO"
618;"Eu imagino que eu vou ser uma profissa vou ter minha casa e meu carro                                                                                                                                           ";.;5;5;3;"Não1";"Não1";1;11;6;"4,74";"1,04";"0,96";208;"EU IMAGINO QUE "
619;"Eu quero ser um médico proficiol, Com muito dinheiro e ter uma família boa pra mim,                                                                                                                           ";.;5;4;2;"Não1";"Não1";2;11;7;"4,74";"2,74";"1,12";206;"EU QUERO SER UM"
620;"Sendo uma cozinheira de mãos cheias                                                                                                                                                                             ";.;5;5;3;"Não1";"Não1";1;11;6;"4,76";"1,05";"1,01";208;"SENDO UMA COZIN"
621;"Como uma estilista famosa, bilhonária, poriso sei que para isso acontecer preciso dos estudos                                                                                                               ";.;4;5;2;"Não1";"Não1";1;11;6;"4,76";"1,32";"1,08";204;"COMO UMA ESTILI"
623;"Pode ser que o meu futuro seja bom ou ruim, mas se eu estudar e fazer todas as etapas da minha vida  hora certa ele vai ser melhor                                                                            ";.;5;4;3;"Não1";"Não1";1;11;6;"4,77";"2,97";"1,5";206;"PODE SER QUE O "
624;"formada e bem de vida, com minha casa própria e carro                                                                                                                                                           ";.;4;4;2;"Não2";"Não1";1;14;9;"4,78";"0,96";"2,27";208;"FORMADA E BEM D"
625;"Eu me imagino uma médica e saldavel,                                                                                                                                                                            ";.;5;4;3;"Não1";"Não1";1;13;7;"4,79";"0,95";"1,03";208;"EU ME IMAGINO U"
626;"Eu mi imagino uma pessoa importante                                                                                                                                                                             ";.;4;5;3;"Não1";"Não1";1;11;6;"4,79";"1,43";"1,33";208;"EU MI IMAGINO U"
627;"Datorada com uma familia feliz, Casa propria                                                                                                                                                                    ";.;5;3;2;"Não1";"Não1";1;13;7;"4,8";"0,96";"1,11";208;"DATORADA COM UM"
628;"Boa, Porque eu estudo e quando eu crescer eu vou ter um bom emprego                                                                                                                                             ";.;5;5;3;"Não1";"Não1";2;12;6;"4,8";"2,98";"1,04";208;"BOA, PORQUE EU "
629;"imagino eu tendo um bom emprego, uma boa família e muitos filhos,                                                                                                                                               ";.;5;5;3;"Não1";"Não1";2;12;7;"4,81";"2,19";"0,95";208;"IMAGINO EU TEND"
630;"Eu imagino, que eu estaria trabalhando e feliz com minha família e com o avanço da tecnologia                                                                                                                   ";.;5;2;3;"Não2";"Não1";2;13;7;"4,81";"3,28";"0,98";208;"EU IMAGINO, QUE"
631;"Imagino que vou ter uma casa/apartamento  próprio, mas vou viajar muito, pelo mundo inteiro, e com alguém que eu ame, E vou trabalhar com algo que eu ame,                                                      ";.;5;4;3;"Não2";"Não1";1;13;8;"4,83";"2,19";"1,22";208;"IMAGINO QUE VOU"
632;"Uma vida de qualidade e bem sucedida para que eu possa ajudar minha familia                                                                                                                                     ";.;5;4;3;"Não1";"Não1";1;12;7;"4,83";"2,24";"1,04";208;"UMA VIDA DE QUA"
634;"se o mundo melhorar de hoje até o futuro creio eu que o meu futuro vai ser muito bom para minha vida                                                                                                            ";.;5;5;3;"Não1";"Não1";1;11;6;"4,84";"1,48";"0,95";208;"SE O MUNDO MELH"
635;"Minha vida no futuro eu imagino que ele será boa cheia de saúde e alegria para mim e a minha familia,                                                                                                           ";.;5;4;2;"Não1";"Não1";2;11;6;"4,84";"2,31";"0,98";208;"MINHA VIDA NO F"
636;"Eu imagino uma vida muito corrida e pretendo que minha vida no futuro seja muito vivida e calma                                                                                                                 ";.;5;4;3;"Não1";"Não1";2;11;6;"4,85";"0,93";"1";208;"EU IMAGINO UMA "
637;"Eu imagino evoluções tanto humas quanto tecnológicas,                                                                                                                                                         ";.;2;5;3;"Não1";"Não1";1;12;8;"4,85";"1,56";"1,43";206;"EU IMAGINO EVOL"
638;"quero lançar meu livro que estou fazendo e depois fazer um filme de e ser um youtuber,                                                                                                                          ";.;5;2;2;"Não2";"Não2";2;14;8;"4,85";"2,74";"1,8";208;"QUERO LANÇAR ME"
639;"Bom eu imagino minha vida boa, já termindo minha faculdade de arquitetura e com minha família formada                                                                                                         ";.;5;5;2;"Não1";"Não1";1;12;7;"4,86";"1,16";"1,09";206;"BOM EU IMAGINO "
640;"Eu imagino divertido e alegre                                                                                                                                                                                   ";.;4;4;3;"Não1";"Não1";1;11;6;"4,86";"2,25";"0,98";208;"EU IMAGINO DIVE"
641;"Eu me vejo em uma faculdade estudando medici                                                                                                                                                                  ";.;5;5;3;"Não1";"Não1";1;13;7;"4,92";"1,73";"1,06";206;"EU ME VEJO EM U"
642;"Com muito dinheiro                                                                                                                                                                                              ";.;5;5;2;"Não1";"Não1";1;11;6;"4,93";"1,25";"0,94";208;"COM MUITO DINHE"
644;"Que eu seja uma pessoa bem sucedida e ajude minha familia e as pessoas necessitadas                                                                                                                             ";.;5;2;3;"Não2";"Não1";1;13;8;"4,93";"2,21";"1,46";208;"QUE EU SEJA UMA"
645;"Me imagino formado é trabalhando em um escritório atendendo as pessoas que precisam                                                                                                                             ";.;4;4;2;"Não2";"Não1";2;.;9;"4,93";"3,04";"4,32";208;"ME IMAGINO FORM"
646;"Viver com minha propria casa e ter um bom emprego                                                                                                                                                               ";.;5;5;3;"Não1";"Não1";1;12;7;"4,94";"1,02";"0,96";208;"VIVER COM MINHA"
647;"Me imagino formada em Direito, e trabalhando para conseguir o que eu quero,                                                                                                                                     ";.;5;.;3;"Não1";"Não1";1;13;8;"4,96";"1,3";"1";208;"ME IMAGINO FORM"
649;"Eu imagino em uma casa simples e bem bonita trabalhando de bombeiro                                                                                                                                             ";.;5;4;3;"Não1";"Não1";1;11;6;"4,96";"3,23";"1,01";208;"EU IMAGINO EM U"
650;"Quero ser uma pessoa independente e ser bem sucedida no futuro para ajudar a família                                                                                                                            ";.;5;5;3;"Não1";"Não1";2;11;6;"4,97";"1,91";"0,97";208;"QUERO SER UMA P"
651;"Eu me imagino feliz, em um bom emprego e com uma boa renda, me imagino com m bom marido e com bons filhos                                                                                                       ";.;5;5;3;"Não2";"Não1";1;14;9;"4,98";"1,18";"1,16";208;"EU ME IMAGINO F"
652;"viajando em varios lugares uma carreira exelente vida boa com minha familia mas para isso eu preciso \estudar\""";.;5;4;2;"Não1";"Não1";1;12;6;"5,01";"1,01";"1,09";111;"VIAJANDO EM VAR"
653;"Eu imagino tudo de bom né, ter família saúde e tudo mais                                                                                                                                                        ";.;5;5;2;"Não1";"Não1";2;11;6;"5,01";"1,76";"1,08";208;"EU IMAGINO TUDO"
654;"Sei lá,,,                                                                                                                                                                                                       ";.;5;3;3;"Não2";"Não1";1;13;6;"5,02";"2,91";"1,27";208;"SEI LÁ,,,      "
655;"Eu me imagino engenheiro mecatronico                                                                                                                                                                            ";.;5;5;3;"Não1";"Não1";2;11;6;"5,03";"4,24";"1,02";208;"EU ME IMAGINO E"
656;"Um empresário que tem sua casa própria, carro, etc, Tudo de bom que eu quero ter no futuro,                                                                                                                     ";.;5;4;2;"Não1";"Não1";2;12;6;"5,05";"1,24";"1,33";208;"UM EMPRESÁRIO Q"
657;"Uma vida bem sucedida, trabalhando  informática, já tenho um futuro planejado,                                                                                                                                ";.;5;4;3;"Não1";"Não1";2;14;9;"5,05";"2,75";"1,16";206;"UMA VIDA BEM SU"
658;"Imagino coisas boas                                                                                                                                                                                            ";.;5;4;3;"Não1";"Não1";1;11;6;"5,07";"1,01";"1,03";207;"IMAGINO COISAS "
659;"Eu imagio ser um professora e ser uma boa pessoa                                                                                                                                                              ";.;5;5;3;"Não1";"Não1";1;11;6;"5,09";"3,27";"1,01";206;"EU IMAGIO SER U"
